name,family,asset,asset_idx,lookback,feature_kind,mode,lag_signal,min_score,avg_score,last_score,positive_windows,avg_mean_pl,avg_sharpe,top_n,z_window,entry_z,exit_z,top_k
CCNS_absolute_reversal_2_cur,single_asset_return,CCNS,32.0,2.0,absolute,reversal,False,15.462428276357308,27.919759663717684,15.462428276357308,4,32.493209715000035,2.564893887789508,,,,,
RRES_absolute_momentum_10_lag,single_asset_return,RRES,24.0,10.0,absolute,momentum,True,15.281480990408822,24.318461073392847,25.83973863214185,4,30.33737221749997,2.0199295199558454,,,,,
CCNS_absolute_reversal_5_cur,single_asset_return,CCNS,32.0,5.0,absolute,reversal,False,14.595306943565967,27.41051767746422,19.52967998636813,4,32.18327552999999,2.473849956107818,,,,,
BENI_absolute_reversal_10_lag,single_asset_return,BENI,42.0,10.0,absolute,reversal,True,14.07657773195591,21.13329809261993,32.09685440890844,4,23.16200673999997,3.4019392922339105,,,,,
HRND_relative_momentum_40_cur,single_asset_return,HRND,38.0,40.0,relative,momentum,False,13.623427819622721,21.634040567911587,18.742685357712034,4,29.715832009999907,1.6362103701900645,,,,,
BLBT_absolute_reversal_2_cur,single_asset_return,BLBT,41.0,2.0,absolute,reversal,False,13.495514344178938,17.310742113436522,18.64792796841274,4,20.216944597499953,2.46341935705453,,,,,
MDGI_absolute_reversal_20_cur,single_asset_return,MDGI,22.0,20.0,absolute,reversal,False,13.345379981119322,25.98500685610997,13.345379981119322,4,30.935513230000097,2.3258655367399506,,,,,
HRND_relative_momentum_60_cur,single_asset_return,HRND,38.0,60.0,relative,momentum,False,13.300308758196785,24.973224121756804,25.614252564193112,4,32.69025229499995,1.8025782040942586,,,,,
BENI_absolute_reversal_40_cur,single_asset_return,BENI,42.0,40.0,absolute,reversal,False,12.835834090284163,19.493371865826795,18.25864740660873,4,21.563768479999972,3.089799845295802,,,,,
HRND_relative_momentum_40_lag,single_asset_return,HRND,38.0,40.0,relative,momentum,True,12.821411046759119,18.563277019848588,12.821411046759119,4,26.957629304999962,1.4829389453836277,,,,,
HRND_relative_reversal_3_cur,single_asset_return,HRND,38.0,3.0,relative,reversal,False,12.757213170787939,26.079645329954058,41.311548331526,4,33.67765298999994,1.8515311337785438,,,,,
ALUT_relative_reversal_20_cur,single_asset_return,ALUT,26.0,20.0,relative,reversal,False,12.296401445890162,13.887357840968674,15.571221779500489,4,19.83213704499996,1.531773349362938,,,,,
ULXY_resid_reversal_top10_w20_e1.0_x0.0_cur,residual_z,ULXY,40.0,,,reversal,False,12.265971547295347,23.491189831384844,36.5270373812447,4,30.414154722500022,1.8260831710708412,10.0,20.0,1.0,0.0,
ALUT_relative_reversal_40_lag,single_asset_return,ALUT,26.0,40.0,relative,reversal,True,12.051109081421938,27.01555176688821,12.051109081421938,4,31.77940480999998,2.5170779723572485,,,,,
ULXY_relative_reversal_60_cur,single_asset_return,ULXY,40.0,60.0,relative,reversal,False,11.877071661400018,29.538830292365205,46.292766197636475,4,37.30376401500001,1.9428781403597233,,,,,
ULXY_absolute_reversal_40_cur,single_asset_return,ULXY,40.0,40.0,absolute,reversal,False,11.822854805356002,45.1417863362161,11.822854805356002,4,51.77174451499998,2.801149331187246,,,,,
market_reversal_w5_cur,market_direction,,,5.0,,reversal,False,11.499268613449923,438.5600145826838,96.86389768207484,4,579.9948251435068,1.5208183146384469,,,,,
ULXY_relative_reversal_2_cur,single_asset_return,ULXY,40.0,2.0,relative,reversal,False,11.293175740723438,15.926712402441105,17.665079722163608,4,25.108633720000068,1.3059341326848017,,,,,
SRNA_absolute_momentum_20_cur,single_asset_return,SRNA,3.0,20.0,absolute,momentum,False,11.139203492249681,14.451638796504078,11.139203492249681,4,18.492341875000072,1.8981134433667914,,,,,
SRNA_absolute_momentum_10_lag,single_asset_return,SRNA,3.0,10.0,absolute,momentum,True,10.928718365377318,18.495522646208975,10.928718365377318,4,22.103133045,2.276892665836657,,,,,
AMRP_absolute_reversal_10_cur,single_asset_return,AMRP,5.0,10.0,absolute,reversal,False,10.756770761911678,24.698681864264433,47.32911986310795,4,31.426775999999947,1.9039760944543915,,,,,
ALGO_resid_reversal_top10_w20_e0.5_x0.0_cur,residual_z,ALGO,0.0,,,reversal,False,10.724802536077444,59.406631511769575,144.4108222048337,4,86.0067378470003,1.416480423411477,10.0,20.0,0.5,0.0,
SRNA_absolute_momentum_2_lag,single_asset_return,SRNA,3.0,2.0,absolute,momentum,True,10.31146989663639,16.581463370558843,16.727511235015395,4,20.379945994999954,2.1030025232565537,,,,,
ALGO_absolute_reversal_5_cur,single_asset_return,ALGO,0.0,5.0,absolute,reversal,False,10.308959825606031,139.09530112658098,127.57726311140216,4,160.77860359000022,2.525621145193545,,,,,
HTRK_resid_reversal_top10_w40_e0.5_x0.0_cur,residual_z,HTRK,44.0,,,reversal,False,10.268620404673962,13.76993649298783,10.268620404673962,4,18.252612117500007,1.7393333096045969,10.0,40.0,0.5,0.0,
NPCK_relative_momentum_5_lag,single_asset_return,NPCK,11.0,5.0,relative,momentum,True,9.943347875749224,14.403685372284077,11.01237819140606,4,19.229402714999946,1.7281670530400721,,,,,
ALUT_relative_reversal_20_lag,single_asset_return,ALUT,26.0,20.0,relative,reversal,True,9.93755144411572,14.954154822745153,22.428945023088495,4,20.768220314999958,1.6107767505935977,,,,,
HRND_absolute_momentum_60_lag,single_asset_return,HRND,38.0,60.0,absolute,momentum,True,9.925626372111713,25.99404622912146,29.379899596387876,4,33.55995936999995,1.85261471451202,,,,,
IHOZ_absolute_momentum_2_cur,single_asset_return,IHOZ,34.0,2.0,absolute,momentum,False,9.872687331902357,21.587089930239102,40.155360781642926,4,26.266964787500044,2.1928385390979397,,,,,
EORC_resid_momentum_top10_w20_e0.5_x0.0_cur,residual_z,EORC,13.0,,,momentum,False,9.66228796667898,12.841327844546433,9.66228796667898,4,19.190717202500068,1.4161141183969264,10.0,20.0,0.5,0.0,
ANSO_relative_momentum_20_cur,single_asset_return,ANSO,16.0,20.0,relative,momentum,False,9.587226431023783,11.000180538163882,10.176814437607778,4,17.315883507499993,1.3207932479218942,,,,,
MSDP_absolute_reversal_5_cur,single_asset_return,MSDP,12.0,5.0,absolute,reversal,False,9.574835389185205,30.02979303516059,14.29651359976494,4,35.214478355000075,2.5250318724558043,,,,,
NAYO_relative_reversal_60_cur,single_asset_return,NAYO,35.0,60.0,relative,reversal,False,9.530788233563138,17.234616595217602,22.35831090410852,4,27.070046199999986,1.3080916216445533,,,,,
BENI_relative_reversal_10_lag,single_asset_return,BENI,42.0,10.0,relative,reversal,True,9.521080663575923,11.948956033946846,11.177391384958668,4,14.71281572499997,2.0853860189758997,,,,,
BENI_relative_reversal_10_cur,single_asset_return,BENI,42.0,10.0,relative,reversal,False,9.485967181790418,13.682832566160217,14.558281376537403,4,16.282985160000056,2.3193682430373195,,,,,
EORC_relative_momentum_60_cur,single_asset_return,EORC,13.0,60.0,relative,momentum,False,9.371630241885656,23.829105301445583,39.46811754396293,4,29.776365892499985,2.0529848354562157,,,,,
SRNA_absolute_momentum_20_lag,single_asset_return,SRNA,3.0,20.0,absolute,momentum,True,9.289978749622042,19.708720570530083,9.289978749622042,4,23.268288895000026,2.3961561405254037,,,,,
NWIG_absolute_reversal_5_lag,single_asset_return,NWIG,20.0,5.0,absolute,reversal,True,9.114211128163555,14.091472405576786,9.114211128163555,4,20.12865091000003,1.5314745600995776,,,,,
EORC_absolute_momentum_40_cur,single_asset_return,EORC,13.0,40.0,absolute,momentum,False,9.109961156489591,24.073712323203928,39.46811754396293,4,29.9763831725,2.0570515347424587,,,,,
CUBO_absolute_reversal_10_cur,single_asset_return,CUBO,14.0,10.0,absolute,reversal,False,9.032410182811336,16.447746864464765,16.73048860266368,4,20.44291353749996,2.0732700542445515,,,,,
EORC_relative_momentum_20_lag,single_asset_return,EORC,13.0,20.0,relative,momentum,True,8.88605781887199,13.636337790873029,15.720389933375245,4,20.595625062499987,1.3987215632029089,,,,,
EORC_absolute_momentum_60_lag,single_asset_return,EORC,13.0,60.0,absolute,momentum,True,8.619224149586934,23.44278303388782,39.46811754396293,4,29.41806257250001,2.0293179154799277,,,,,
cross_sectional_reversal_w20_k3_lag,cross_sectional,,,20.0,,reversal,True,8.467411617504924,46.66363899720561,78.9440966001567,4,62.25336534000003,1.710003638931466,,,,,3.0
AETS_relative_momentum_2_lag,single_asset_return,AETS,39.0,2.0,relative,momentum,True,8.442226538832937,20.61199016756604,17.839378547020402,4,30.08343245999986,1.455343369657196,,,,,
HTRK_relative_reversal_60_cur,single_asset_return,HTRK,44.0,60.0,relative,reversal,False,8.004992520136984,13.027581528366127,21.452126365339012,4,18.145260382500012,1.6021909081174546,,,,,
RRES_absolute_momentum_20_lag,single_asset_return,RRES,24.0,20.0,absolute,momentum,True,7.7587740216194385,23.0083721076515,7.7587740216194385,4,29.186467712500054,1.9593931238749764,,,,,
GARI_relative_reversal_40_cur,single_asset_return,GARI,29.0,40.0,relative,reversal,False,7.752278520767111,17.8048397802386,23.452511561583055,4,23.813530720000028,1.7352515057613394,,,,,
RTTH_absolute_reversal_20_lag,single_asset_return,RTTH,18.0,20.0,absolute,reversal,True,7.560714332200367,55.00048983992449,21.992641012009873,4,61.118815617500026,3.1323209720312386,,,,,
NAYO_absolute_reversal_10_lag,single_asset_return,NAYO,35.0,10.0,absolute,reversal,True,7.4111422766277375,24.114281897142504,40.029699550953296,4,33.06206509000003,1.5979297268898507,,,,,
ACIX_relative_reversal_60_lag,single_asset_return,ACIX,31.0,60.0,relative,reversal,True,7.070242387319776,14.787755277959628,14.42199202927923,4,19.177374022499993,1.8851207426703485,,,,,
NAYO_relative_reversal_10_lag,single_asset_return,NAYO,35.0,10.0,relative,reversal,True,7.003173716283579,16.840885728763162,27.14557165079641,4,26.547264205000033,1.2830631676804134,,,,,
MTNS_relative_reversal_20_cur,single_asset_return,MTNS,33.0,20.0,relative,reversal,False,6.909517844780322,17.439291716866055,18.75909901809228,4,22.308038442500013,1.895112962884646,,,,,
cross_sectional_reversal_w40_k10_lag,cross_sectional,,,40.0,,reversal,True,6.8845379961847035,39.36056138701644,6.8845379961847035,4,70.5209230425,1.0539253449356238,,,,,10.0
MSDP_absolute_reversal_3_cur,single_asset_return,MSDP,12.0,3.0,absolute,reversal,False,6.796266097705181,11.39437480299538,6.796266097705181,4,18.26751235,1.279366036941144,,,,,
RRES_relative_momentum_20_lag,single_asset_return,RRES,24.0,20.0,relative,momentum,True,6.687142755111095,26.267410166021115,6.687142755111095,4,32.09191959750004,2.1311047945528245,,,,,
ACAC_absolute_reversal_2_cur,single_asset_return,ACAC,27.0,2.0,absolute,reversal,False,6.647180740291069,19.925500303890875,15.119045169605572,4,25.003842367500003,1.961890042581626,,,,,
market_reversal_w20_cur,market_direction,,,20.0,,reversal,False,6.508244033011487,444.95210736168417,241.9431895307406,4,584.4303849975086,1.531590575648276,,,,,
SRNA_resid_momentum_top10_w20_e0.5_x0.0_cur,residual_z,SRNA,3.0,,,momentum,False,6.446703923227126,15.442713961290714,11.50762436879722,4,19.178577117500023,2.0349435087638317,10.0,20.0,0.5,0.0,
EORC_relative_momentum_60_lag,single_asset_return,EORC,13.0,60.0,relative,momentum,True,6.436294866061999,22.306852063718644,39.46811754396293,4,28.333634932499994,1.957913768186128,,,,,
AETS_absolute_momentum_2_lag,single_asset_return,AETS,39.0,2.0,absolute,momentum,True,6.3822701135182145,21.963260970869808,23.415514592869226,4,31.139798294999874,1.495222875839562,,,,,
IHOZ_resid_momentum_top10_w10_e0.5_x0.0_cur,residual_z,IHOZ,34.0,,,momentum,False,6.381649327822793,12.325788555853118,9.980140784577506,4,17.09504258750001,1.6025002371955965,10.0,10.0,0.5,0.0,
GARI_absolute_reversal_5_lag,single_asset_return,GARI,29.0,5.0,absolute,reversal,True,6.361422132938668,14.933691131406837,9.995690877131127,4,21.17931779500005,1.4942482836928377,,,,,
HUXZ_absolute_momentum_60_lag,single_asset_return,HUXZ,8.0,60.0,absolute,momentum,True,6.338484438943379,7.69696013851979,10.862102175562407,4,14.512310572499922,1.0582473769892702,,,,,
SRNA_relative_momentum_20_cur,single_asset_return,SRNA,3.0,20.0,relative,momentum,False,6.143691395404408,12.421675607265021,6.215351505055394,4,16.638171275000097,1.699803988991998,,,,,
EELT_absolute_reversal_5_cur,single_asset_return,EELT,37.0,5.0,absolute,reversal,False,6.091198229617522,16.543514978465414,22.27811316594193,4,27.003496607500065,1.2335652144115599,,,,,
NGTE_relative_momentum_40_cur,single_asset_return,NGTE,45.0,40.0,relative,momentum,False,6.011155285453336,25.98138553416607,32.80137475012013,4,31.504651217499898,2.200388156473684,,,,,
ALUT_absolute_reversal_20_cur,single_asset_return,ALUT,26.0,20.0,absolute,reversal,False,6.0026980713735805,26.889206526988687,6.0026980713735805,4,31.585534065000033,2.4040431604187757,,,,,
FCSG_absolute_reversal_40_cur,single_asset_return,FCSG,47.0,40.0,absolute,reversal,False,5.902195453719381,12.778870227261832,5.902195453719381,4,20.454102489999947,1.2742397722204346,,,,,
ALUT_relative_momentum_3_cur,single_asset_return,ALUT,26.0,3.0,relative,momentum,False,5.803448081875017,9.591917241119447,7.935110632446395,4,15.90899716499985,1.2147961251646473,,,,,
ULXY_relative_reversal_20_cur,single_asset_return,ULXY,40.0,20.0,relative,reversal,False,5.772373537186097,21.9603517879645,33.99764648561954,4,30.274029955000103,1.5921678182130228,,,,,
AMRP_absolute_reversal_10_lag,single_asset_return,AMRP,5.0,10.0,absolute,reversal,True,5.744795211116994,38.98358633019558,5.744795211116994,4,44.314318174999975,2.8096341959338718,,,,,
EORC_resid_momentum_top10_w40_e1.0_x0.0_cur,residual_z,EORC,13.0,,,momentum,False,5.635840079056799,10.166681212589605,15.363013995365533,4,15.893745052500066,1.3276891608309616,10.0,40.0,1.0,0.0,
EAFC_absolute_reversal_10_cur,single_asset_return,EAFC,50.0,10.0,absolute,reversal,False,5.590862795337357,17.593650635351636,5.590862795337357,4,23.79119805250005,1.6484652187046382,,,,,
HRET_absolute_reversal_2_cur,single_asset_return,HRET,15.0,2.0,absolute,reversal,False,5.581647043559417,30.21585100283272,28.398632625184373,4,35.11885908500011,2.5053812603866055,,,,,
DIHO_absolute_momentum_5_cur,single_asset_return,DIHO,17.0,5.0,absolute,momentum,False,5.4563787725221164,13.459532526263342,11.932255797378943,4,19.3437743374999,1.4956188237872998,,,,,
ITPA_relative_reversal_2_cur,single_asset_return,ITPA,43.0,2.0,relative,reversal,False,5.354836417891929,18.939976578490075,8.014334490364227,4,22.644325662499924,2.3434809716293534,,,,,
EORC_absolute_momentum_10_cur,single_asset_return,EORC,13.0,10.0,absolute,momentum,False,5.3527496010042395,20.925749628283697,5.3527496010042395,4,27.02718588500011,1.8064046150858597,,,,,
NAYO_relative_reversal_10_cur,single_asset_return,NAYO,35.0,10.0,relative,reversal,False,5.160336344929039,27.046806323846,45.9678382301222,4,35.550939524999976,1.767812791973053,,,,,
BLBT_absolute_reversal_20_lag,single_asset_return,BLBT,41.0,20.0,absolute,reversal,True,4.975279893577936,9.886562280277028,15.333372540862422,4,13.550427257499969,1.6446383103784123,,,,,
NAYO_absolute_reversal_40_lag,single_asset_return,NAYO,35.0,40.0,absolute,reversal,True,4.951974095296957,15.240832132665043,13.318935089516943,4,25.146644255000023,1.190269270304647,,,,,
MSDP_absolute_reversal_20_cur,single_asset_return,MSDP,12.0,20.0,absolute,reversal,False,4.905152239856818,23.215677759876904,4.905152239856818,4,28.763300859999976,2.0246450196728216,,,,,
MTNS_absolute_reversal_20_cur,single_asset_return,MTNS,33.0,20.0,absolute,reversal,False,4.695025029734053,20.992692332417626,41.9824138212964,4,25.57361358749997,2.1570065781718712,,,,,
FARS_absolute_reversal_3_cur,single_asset_return,FARS,48.0,3.0,absolute,reversal,False,4.690758599081657,11.486947684132112,10.468900545895409,4,15.345189572499944,1.7156256507597456,,,,,
SRNA_relative_momentum_10_lag,single_asset_return,SRNA,3.0,10.0,relative,momentum,True,4.63765292958112,9.864685383827762,17.09290392486574,4,14.344609425000034,1.4693015123802642,,,,,
MTNS_relative_reversal_60_cur,single_asset_return,MTNS,33.0,60.0,relative,reversal,False,4.571639463338207,13.210903035870519,21.10194590344604,4,18.469424982499987,1.5573160902505565,,,,,
HTRK_resid_reversal_top10_w10_e1.0_x0.0_cur,residual_z,HTRK,44.0,,,reversal,False,4.538122643834991,9.404188974785688,11.253922702739509,4,14.317405802499973,1.3637038616122084,10.0,10.0,1.0,0.0,
NAYO_absolute_reversal_40_cur,single_asset_return,NAYO,35.0,40.0,absolute,reversal,False,4.508964516956179,9.66576071673166,17.90543379399941,4,19.667736194999993,0.9513281351003513,,,,,
cross_sectional_reversal_w40_k15_cur,cross_sectional,,,40.0,,reversal,False,4.435571875367072,64.14216554152921,14.624625891151398,4,98.49691530000024,1.201971649229697,,,,,15.0
HRET_relative_reversal_3_lag,single_asset_return,HRET,15.0,3.0,relative,reversal,True,4.4043356710655965,9.010140191366984,11.516647962860462,4,15.891696665000008,1.1088662573024823,,,,,
DUCT_absolute_reversal_5_cur,single_asset_return,DUCT,9.0,5.0,absolute,reversal,False,4.305311937141915,18.36325186770333,5.856292495099877,4,23.758790125,1.787965227757721,,,,,
MDGI_resid_reversal_top10_w40_e1.0_x0.0_cur,residual_z,MDGI,22.0,,,reversal,False,4.305258222139375,20.304844129058907,4.305258222139375,4,24.49193497499997,2.2302784809434386,10.0,40.0,1.0,0.0,
MDGI_relative_reversal_20_cur,single_asset_return,MDGI,22.0,20.0,relative,reversal,False,4.251940089940555,14.461920238587702,4.251940089940555,4,20.416253154999993,1.5254937873271917,,,,,
BENI_relative_reversal_40_lag,single_asset_return,BENI,42.0,40.0,relative,reversal,True,4.237829508518993,6.993139877598258,4.652413346067074,4,10.269249440000038,1.4538639861687639,,,,,
DIHO_relative_reversal_60_lag,single_asset_return,DIHO,17.0,60.0,relative,reversal,True,4.1885612164219514,25.463115058002607,41.99232421782589,4,30.134429207500027,2.3629633454635877,,,,,
DIHO_absolute_reversal_60_lag,single_asset_return,DIHO,17.0,60.0,absolute,reversal,True,4.148330719829634,19.693091200600392,29.41361876148358,4,24.8875168425,1.9599403124209405,,,,,
ANSO_absolute_reversal_10_cur,single_asset_return,ANSO,16.0,10.0,absolute,reversal,False,4.052649611737771,12.299412524688835,6.623079389022372,4,18.21568839249996,1.4092954680197933,,,,,
SRNA_absolute_momentum_3_lag,single_asset_return,SRNA,3.0,3.0,absolute,momentum,True,4.038591680268826,9.625041872769764,15.752000724964162,4,14.114574345000083,1.4457138367552165,,,,,
HETT_relative_reversal_40_lag,single_asset_return,HETT,7.0,40.0,relative,reversal,True,4.03698921283686,6.915767239018175,8.937838631621839,4,11.246132017499905,1.2502965628327745,,,,,
BENI_absolute_reversal_20_lag,single_asset_return,BENI,42.0,20.0,absolute,reversal,True,3.9889033009934804,10.060580305457334,5.855510377390966,4,13.022940310000017,1.8191049684029537,,,,,
NGTE_relative_momentum_60_lag,single_asset_return,NGTE,45.0,60.0,relative,momentum,True,3.9224693982815717,21.82422311837656,28.18061070115187,4,27.646551607499887,1.933441190030382,,,,,
GARI_relative_reversal_40_lag,single_asset_return,GARI,29.0,40.0,relative,reversal,True,3.793016833094405,16.590265546352093,38.47359593392065,4,22.62450930499999,1.6559925223160485,,,,,
NAYO_resid_reversal_top10_w10_e1.0_x0.0_cur,residual_z,NAYO,35.0,,,reversal,False,3.7360490323613345,21.029349268954384,3.7360490323613345,4,28.422649317500053,1.6118679815027699,10.0,10.0,1.0,0.0,
HUXZ_relative_momentum_60_lag,single_asset_return,HUXZ,8.0,60.0,relative,momentum,True,3.7270739368142087,4.791757470890017,4.92656252466618,4,11.512234057499917,0.8395627864817672,,,,,
BENI_absolute_reversal_20_cur,single_asset_return,BENI,42.0,20.0,absolute,reversal,False,3.726815215912718,6.638284605484804,11.999863521598485,4,9.94191120999992,1.4213277219349811,,,,,
MTNS_resid_reversal_top10_w40_e1.0_x0.0_cur,residual_z,MTNS,33.0,,,reversal,False,3.660327423575469,14.079956110910079,22.718255670598946,4,18.47332366749997,1.7447774414154646,10.0,40.0,1.0,0.0,
NAYO_relative_reversal_40_lag,single_asset_return,NAYO,35.0,40.0,relative,reversal,True,3.6435919174130182,12.560623198933365,3.6435919174130182,4,22.485305445000037,1.0788315359529819,,,,,
EAFC_absolute_reversal_3_cur,single_asset_return,EAFC,50.0,3.0,absolute,reversal,False,3.583680223610727,6.548711137832163,11.941579185578544,4,13.648546742500002,0.9332819611655492,,,,,
RTTH_relative_reversal_20_lag,single_asset_return,RTTH,18.0,20.0,relative,reversal,True,3.562619806372613,34.9521178221774,19.539758065988217,4,42.03161759250001,2.119661107933529,,,,,
HTRK_relative_reversal_40_lag,single_asset_return,HTRK,44.0,40.0,relative,reversal,True,3.558261109753885,19.138602992154652,3.558261109753885,4,23.569379907500018,2.111732229956936,,,,,
HTRK_absolute_reversal_3_cur,single_asset_return,HTRK,44.0,3.0,absolute,reversal,False,3.450986409530488,6.195548618735492,6.038454705352776,4,11.780802044999977,1.030400568819248,,,,,
AMRP_absolute_reversal_5_cur,single_asset_return,AMRP,5.0,5.0,absolute,reversal,False,3.400847537193818,11.60703384522959,30.758124728377332,4,19.067039524999963,1.146016625115633,,,,,
HETT_relative_reversal_10_lag,single_asset_return,HETT,7.0,10.0,relative,reversal,True,3.3977473135502314,9.730317688022508,12.715897045319668,4,13.717108897499951,1.5368581151345688,,,,,
HRND_absolute_reversal_3_cur,single_asset_return,HRND,38.0,3.0,absolute,reversal,False,3.3239333441770027,20.694640258143725,31.461836101965314,4,28.42439149000007,1.5617379797876816,,,,,
ITPA_relative_momentum_10_lag,single_asset_return,ITPA,43.0,10.0,relative,momentum,True,3.312351515573283,10.905178347020524,14.597848924306085,4,15.161381517500013,1.5550729525502134,,,,,
ITPA_absolute_reversal_5_lag,single_asset_return,ITPA,43.0,5.0,absolute,reversal,True,3.2811530628594707,8.913687693012934,3.2811530628594707,4,13.408209747500072,1.3686941878603307,,,,,
RRES_relative_momentum_10_lag,single_asset_return,RRES,24.0,10.0,relative,momentum,True,3.2181110836666065,23.423787703679963,3.2181110836666065,4,29.31410449750002,1.9133666860362462,,,,,
RTTH_relative_reversal_20_cur,single_asset_return,RTTH,18.0,20.0,relative,reversal,False,3.1806123961187796,16.996852742791784,21.801454706087252,4,25.692637337499917,1.3157382172130498,,,,,
ELLT_relative_reversal_40_cur,single_asset_return,ELLT,4.0,40.0,relative,reversal,False,3.109770388544449,10.695265912587995,24.912488701510668,4,15.417424624999981,1.4196039038137145,,,,,
